ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 default,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 2 default,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 3 default,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 4 default,Attribute 5 name,Attribute 5 value(s),Attribute 5 visible,Attribute 5 global,Attribute 5 default,Meta: hwp_product_gtin
29791445_cranky-beetroot_E69SZ,variation,29791445_cranky-beetroot_E69SZ,Groovy - rainbow 70s 1970s style retro throwback minimal happy hippie art decor iPhone Case,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,1,,21.11,12.66,,,,https://ih1.redbubble.net/image.493822739.1445/icr%2Ciphone_13_soft%2Cback%2Ca%2Cx1000-bg%2Cf8f8f8.u6.jpg,,,29791445_whinging-rissole_TQTSI,,,,,,0,Case_type,Soft Case,,1,,Model,iPhone 13,,1,
29791445_cranky-beetroot_M4J4F,variation,29791445_cranky-beetroot_M4J4F,Groovy - rainbow 70s 1970s style retro throwback minimal happy hippie art decor iPhone Case,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,1,,21.11,12.66,,,,https://ih1.redbubble.net/image.493822739.1445/icr%2Ciphone_13_pro_soft%2Cback%2Ca%2Cx1000-bg%2Cf8f8f8.u6.jpg,,,29791445_whinging-rissole_TQTSI,,,,,,0,Case_type,Soft Case,,1,,Model,iPhone 13 Pro,,1,
29791445_cranky-beetroot_HXWKK,variation,29791445_cranky-beetroot_HXWKK,Groovy - rainbow 70s 1970s style retro throwback minimal happy hippie art decor iPhone Case,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,1,,21.11,12.66,,,,https://ih1.redbubble.net/image.493822739.1445/icr%2Ciphone_13_pro_max_soft%2Cback%2Ca%2Cx1000-bg%2Cf8f8f8.u6.jpg,,,29791445_whinging-rissole_TQTSI,,,,,,0,Case_type,Soft Case,,1,,Model,iPhone 13 Pro Max,,1,
29791445_cranky-beetroot_UBASF,variation,29791445_cranky-beetroot_UBASF,Groovy - rainbow 70s 1970s style retro throwback minimal happy hippie art decor iPhone Case,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,1,,21.11,12.66,,,,https://ih1.redbubble.net/image.493822739.1445/icr%2Ciphone_13_mini_soft%2Cback%2Ca%2Cx1000-bg%2Cf8f8f8.u6.jpg,,,29791445_whinging-rissole_TQTSI,,,,,,0,Case_type,Soft Case,,1,,Model,iPhone 13 mini,,1,
29791445_cranky-beetroot_PGM2E,variation,29791445_cranky-beetroot_PGM2E,Groovy - rainbow 70s 1970s style retro throwback minimal happy hippie art decor iPhone Case,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,1,,21.11,12.66,,,,https://ih1.redbubble.net/image.493822739.1445/icr%2Ciphone_12_soft%2Cback%2Ca%2Cx1000-bg%2Cf8f8f8.u6.jpg,,,29791445_whinging-rissole_TQTSI,,,,,,0,Case_type,Soft Case,,1,,Model,iPhone 12,,1,
29791445_cranky-beetroot_S58H9,variation,29791445_cranky-beetroot_S58H9,Groovy - rainbow 70s 1970s style retro throwback minimal happy hippie art decor iPhone Case,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,1,,21.11,12.66,,,,https://ih1.redbubble.net/image.493822739.1445/icr%2Ciphone_12_pro_soft%2Cback%2Ca%2Cx1000-bg%2Cf8f8f8.u6.jpg,,,29791445_whinging-rissole_TQTSI,,,,,,0,Case_type,Soft Case,,1,,Model,iPhone 12 Pro,,1,
29791445_cranky-beetroot_RIOBD,variation,29791445_cranky-beetroot_RIOBD,Groovy - rainbow 70s 1970s style retro throwback minimal happy hippie art decor iPhone Case,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,1,,21.11,12.66,,,,https://ih1.redbubble.net/image.493822739.1445/icr%2Ciphone_12_pro_max_soft%2Cback%2Ca%2Cx1000-bg%2Cf8f8f8.u6.jpg,,,29791445_whinging-rissole_TQTSI,,,,,,0,Case_type,Soft Case,,1,,Model,iPhone 12 Pro Max,,1,
29791445_cranky-beetroot_Q88DZ,variation,29791445_cranky-beetroot_Q88DZ,Groovy - rainbow 70s 1970s style retro throwback minimal happy hippie art decor iPhone Case,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,1,,21.11,12.66,,,,https://ih1.redbubble.net/image.493822739.1445/icr%2Ciphone_12_mini_soft%2Cback%2Ca%2Cx1000-bg%2Cf8f8f8.u6.jpg,,,29791445_whinging-rissole_TQTSI,,,,,,0,Case_type,Soft Case,,1,,Model,iPhone 12 mini,,1,
29791445_cranky-beetroot_PM7U2,variation,29791445_cranky-beetroot_PM7U2,Groovy - rainbow 70s 1970s style retro throwback minimal happy hippie art decor iPhone Case,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,1,,21.11,12.66,,,,https://ih1.redbubble.net/image.493822739.1445/icr%2Ciphone_11_soft%2Cback%2Ca%2Cx1000-bg%2Cf8f8f8.u6.jpg,,,29791445_whinging-rissole_TQTSI,,,,,,0,Case_type,Soft Case,,1,,Model,iPhone 11,,1,
29791445_cranky-beetroot_HXOIJ,variation,29791445_cranky-beetroot_HXOIJ,Groovy - rainbow 70s 1970s style retro throwback minimal happy hippie art decor iPhone Case,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,1,,21.11,12.66,,,,https://ih1.redbubble.net/image.493822739.1445/icr%2Ciphone_11_pro_soft%2Cback%2Ca%2Cx1000-bg%2Cf8f8f8.u6.jpg,,,29791445_whinging-rissole_TQTSI,,,,,,0,Case_type,Soft Case,,1,,Model,iPhone 11 Pro,,1,
29791445_cranky-beetroot_OMTQQ,variation,29791445_cranky-beetroot_OMTQQ,Groovy - rainbow 70s 1970s style retro throwback minimal happy hippie art decor iPhone Case,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,1,,21.11,12.66,,,,https://ih1.redbubble.net/image.493822739.1445/icr%2Ciphone_11_pro_max_soft%2Cback%2Ca%2Cx1000-bg%2Cf8f8f8.u6.jpg,,,29791445_whinging-rissole_TQTSI,,,,,,0,Case_type,Soft Case,,1,,Model,iPhone 11 Pro Max,,1,
29791445_cranky-beetroot_DNSTX,variation,29791445_cranky-beetroot_DNSTX,Groovy - rainbow 70s 1970s style retro throwback minimal happy hippie art decor iPhone Case,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,1,,21.11,12.66,,,,https://ih1.redbubble.net/image.493822739.1445/mwo%2Cx1000%2Ciphone_xsplus_soft-pad%2C750x1000%2Cf8f8f8.u6.jpg,,,29791445_whinging-rissole_TQTSI,,,,,,0,Case_type,Soft Case,,1,,Model,iPhone XS Max,,1,
29791445_cranky-beetroot_4KY7S,variation,29791445_cranky-beetroot_4KY7S,Groovy - rainbow 70s 1970s style retro throwback minimal happy hippie art decor iPhone Case,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,1,,21.11,12.66,,,,https://ih1.redbubble.net/image.493822739.1445/mwo%2Cx1000%2Ciphone_xs_soft-pad%2C750x1000%2Cf8f8f8.u6.jpg,,,29791445_whinging-rissole_TQTSI,,,,,,0,Case_type,Soft Case,,1,,Model,iPhone XS,,1,
29791445_cranky-beetroot_K1N6A,variation,29791445_cranky-beetroot_K1N6A,Groovy - rainbow 70s 1970s style retro throwback minimal happy hippie art decor iPhone Case,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,1,,21.11,12.66,,,,https://ih1.redbubble.net/image.493822739.1445/mwo%2Cx1000%2Ciphone_9_soft-pad%2C750x1000%2Cf8f8f8.u6.jpg,,,29791445_whinging-rissole_TQTSI,,,,,,0,Case_type,Soft Case,,1,,Model,iPhone XR,,1,
29791445_lovely-dingo_NK0VL,variation,29791445_lovely-dingo_NK0VL,Groovy - rainbow 70s 1970s style retro throwback minimal happy hippie art decor iPhone Case,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,1,,27.77,16.66,,,,https://ih1.redbubble.net/image.493822739.1445/icr%2Ciphone_15_snap%2Cback%2Ca%2Cx1000-bg%2Cf8f8f8.u6.jpg,,,29791445_whinging-rissole_TQTSI,,,,,,0,Case_type,Snap Case,,1,,Model,iPhone 15,,1,
29791445_lovely-dingo_B4GLB,variation,29791445_lovely-dingo_B4GLB,Groovy - rainbow 70s 1970s style retro throwback minimal happy hippie art decor iPhone Case,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,1,,27.77,16.66,,,,https://ih1.redbubble.net/image.493822739.1445/icr%2Ciphone_15_pro_snap%2Cback%2Ca%2Cx1000-bg%2Cf8f8f8.u6.jpg,,,29791445_whinging-rissole_TQTSI,,,,,,0,Case_type,Snap Case,,1,,Model,iPhone 15 Pro,,1,
29791445_lovely-dingo_O6XVZ,variation,29791445_lovely-dingo_O6XVZ,Groovy - rainbow 70s 1970s style retro throwback minimal happy hippie art decor iPhone Case,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,1,,27.77,16.66,,,,https://ih1.redbubble.net/image.493822739.1445/icr%2Ciphone_15_plus_snap%2Cback%2Ca%2Cx1000-bg%2Cf8f8f8.u6.jpg,,,29791445_whinging-rissole_TQTSI,,,,,,0,Case_type,Snap Case,,1,,Model,iPhone 15 Plus,,1,
29791445_lovely-dingo_6YXNV,variation,29791445_lovely-dingo_6YXNV,Groovy - rainbow 70s 1970s style retro throwback minimal happy hippie art decor iPhone Case,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,1,,27.77,16.66,,,,https://ih1.redbubble.net/image.493822739.1445/icr%2Ciphone_15_pro_max_snap%2Cback%2Ca%2Cx1000-bg%2Cf8f8f8.u6.jpg,,,29791445_whinging-rissole_TQTSI,,,,,,0,Case_type,Snap Case,,1,,Model,iPhone 15 Pro Max,,1,
29791445_lovely-dingo_PKFE5,variation,29791445_lovely-dingo_PKFE5,Groovy - rainbow 70s 1970s style retro throwback minimal happy hippie art decor iPhone Case,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,1,,27.77,16.66,,,,https://ih1.redbubble.net/image.493822739.1445/icr%2Ciphone_14_snap%2Cback%2Ca%2Cx1000-bg%2Cf8f8f8.u6.jpg,,,29791445_whinging-rissole_TQTSI,,,,,,0,Case_type,Snap Case,,1,,Model,iPhone 14,,1,
29791445_lovely-dingo_XG0QT,variation,29791445_lovely-dingo_XG0QT,Groovy - rainbow 70s 1970s style retro throwback minimal happy hippie art decor iPhone Case,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,1,,27.77,16.66,,,,https://ih1.redbubble.net/image.493822739.1445/icr%2Ciphone_14_plus_snap%2Cback%2Ca%2Cx1000-bg%2Cf8f8f8.u6.jpg,,,29791445_whinging-rissole_TQTSI,,,,,,0,Case_type,Snap Case,,1,,Model,iPhone 14 Plus,,1,
29791445_lovely-dingo_ZMRWI,variation,29791445_lovely-dingo_ZMRWI,Groovy - rainbow 70s 1970s style retro throwback minimal happy hippie art decor iPhone Case,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,1,,27.77,16.66,,,,https://ih1.redbubble.net/image.493822739.1445/icr%2Ciphone_14_pro_snap%2Cback%2Ca%2Cx1000-bg%2Cf8f8f8.u6.jpg,,,29791445_whinging-rissole_TQTSI,,,,,,0,Case_type,Snap Case,,1,,Model,iPhone 14 Pro,,1,
29791445_lovely-dingo_9VYLR,variation,29791445_lovely-dingo_9VYLR,Groovy - rainbow 70s 1970s style retro throwback minimal happy hippie art decor iPhone Case,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,1,,27.77,16.66,,,,https://ih1.redbubble.net/image.493822739.1445/icr%2Ciphone_14_pro_max_snap%2Cback%2Ca%2Cx1000-bg%2Cf8f8f8.u6.jpg,,,29791445_whinging-rissole_TQTSI,,,,,,0,Case_type,Snap Case,,1,,Model,iPhone 14 Pro Max,,1,
29791445_lovely-dingo_2A337,variation,29791445_lovely-dingo_2A337,Groovy - rainbow 70s 1970s style retro throwback minimal happy hippie art decor iPhone Case,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,1,,27.77,16.66,,,,https://ih1.redbubble.net/image.493822739.1445/icr%2Ciphone_13_snap%2Cback%2Ca%2Cx1000-bg%2Cf8f8f8.u6.jpg,,,29791445_whinging-rissole_TQTSI,,,,,,0,Case_type,Snap Case,,1,,Model,iPhone 13,,1,
29791445_lovely-dingo_NA6LA,variation,29791445_lovely-dingo_NA6LA,Groovy - rainbow 70s 1970s style retro throwback minimal happy hippie art decor iPhone Case,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,1,,27.77,16.66,,,,https://ih1.redbubble.net/image.493822739.1445/icr%2Ciphone_13_pro_snap%2Cback%2Ca%2Cx1000-bg%2Cf8f8f8.u6.jpg,,,29791445_whinging-rissole_TQTSI,,,,,,0,Case_type,Snap Case,,1,,Model,iPhone 13 Pro,,1,
29791445_lovely-dingo_QQO3F,variation,29791445_lovely-dingo_QQO3F,Groovy - rainbow 70s 1970s style retro throwback minimal happy hippie art decor iPhone Case,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,1,,27.77,16.66,,,,https://ih1.redbubble.net/image.493822739.1445/icr%2Ciphone_13_pro_max_snap%2Cback%2Ca%2Cx1000-bg%2Cf8f8f8.u6.jpg,,,29791445_whinging-rissole_TQTSI,,,,,,0,Case_type,Snap Case,,1,,Model,iPhone 13 Pro Max,,1,
29791445_lovely-dingo_DR1W0,variation,29791445_lovely-dingo_DR1W0,Groovy - rainbow 70s 1970s style retro throwback minimal happy hippie art decor iPhone Case,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,1,,27.77,16.66,,,,https://ih1.redbubble.net/image.493822739.1445/icr%2Ciphone_13_mini_snap%2Cback%2Ca%2Cx1000-bg%2Cf8f8f8.u6.jpg,,,29791445_whinging-rissole_TQTSI,,,,,,0,Case_type,Snap Case,,1,,Model,iPhone 13 mini,,1,
29791445_lovely-dingo_C0UE4,variation,29791445_lovely-dingo_C0UE4,Groovy - rainbow 70s 1970s style retro throwback minimal happy hippie art decor iPhone Case,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,1,,27.77,16.66,,,,https://ih1.redbubble.net/image.493822739.1445/icr%2Ciphone_12_snap%2Cback%2Ca%2Cx1000-bg%2Cf8f8f8.u6.jpg,,,29791445_whinging-rissole_TQTSI,,,,,,0,Case_type,Snap Case,,1,,Model,iPhone 12,,1,
29791445_lovely-dingo_G21N3,variation,29791445_lovely-dingo_G21N3,Groovy - rainbow 70s 1970s style retro throwback minimal happy hippie art decor iPhone Case,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,1,,27.77,16.66,,,,https://ih1.redbubble.net/image.493822739.1445/icr%2Ciphone_12_pro_snap%2Cback%2Ca%2Cx1000-bg%2Cf8f8f8.u6.jpg,,,29791445_whinging-rissole_TQTSI,,,,,,0,Case_type,Snap Case,,1,,Model,iPhone 12 Pro,,1,
29791445_lovely-dingo_6GO24,variation,29791445_lovely-dingo_6GO24,Groovy - rainbow 70s 1970s style retro throwback minimal happy hippie art decor iPhone Case,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,1,,27.77,16.66,,,,https://ih1.redbubble.net/image.493822739.1445/icr%2Ciphone_12_pro_max_snap%2Cback%2Ca%2Cx1000-bg%2Cf8f8f8.u6.jpg,,,29791445_whinging-rissole_TQTSI,,,,,,0,Case_type,Snap Case,,1,,Model,iPhone 12 Pro Max,,1,
29791445_lovely-dingo_U6CJ5,variation,29791445_lovely-dingo_U6CJ5,Groovy - rainbow 70s 1970s style retro throwback minimal happy hippie art decor iPhone Case,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,1,,27.77,16.66,,,,https://ih1.redbubble.net/image.493822739.1445/icr%2Ciphone_12_mini_snap%2Cback%2Ca%2Cx1000-bg%2Cf8f8f8.u6.jpg,,,29791445_whinging-rissole_TQTSI,,,,,,0,Case_type,Snap Case,,1,,Model,iPhone 12 mini,,1,
29791445_lovely-dingo_L4RB8,variation,29791445_lovely-dingo_L4RB8,Groovy - rainbow 70s 1970s style retro throwback minimal happy hippie art decor iPhone Case,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,1,,27.77,16.66,,,,https://ih1.redbubble.net/image.493822739.1445/icr%2Ciphone_11_snap%2Cback%2Ca%2Cx1000-bg%2Cf8f8f8.u6.jpg,,,29791445_whinging-rissole_TQTSI,,,,,,0,Case_type,Snap Case,,1,,Model,iPhone 11,,1,
29791445_lovely-dingo_08061,variation,29791445_lovely-dingo_08061,Groovy - rainbow 70s 1970s style retro throwback minimal happy hippie art decor iPhone Case,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,1,,27.77,16.66,,,,https://ih1.redbubble.net/image.493822739.1445/icr%2Ciphone_11_pro_snap%2Cback%2Ca%2Cx1000-bg%2Cf8f8f8.u6.jpg,,,29791445_whinging-rissole_TQTSI,,,,,,0,Case_type,Snap Case,,1,,Model,iPhone 11 Pro,,1,
29791445_lovely-dingo_DZ4LU,variation,29791445_lovely-dingo_DZ4LU,Groovy - rainbow 70s 1970s style retro throwback minimal happy hippie art decor iPhone Case,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,1,,27.77,16.66,,,,https://ih1.redbubble.net/image.493822739.1445/icr%2Ciphone_11_pro_max_snap%2Cback%2Ca%2Cx1000-bg%2Cf8f8f8.u6.jpg,,,29791445_whinging-rissole_TQTSI,,,,,,0,Case_type,Snap Case,,1,,Model,iPhone 11 Pro Max,,1,
29791445_lovely-dingo_ATWNO,variation,29791445_lovely-dingo_ATWNO,Groovy - rainbow 70s 1970s style retro throwback minimal happy hippie art decor iPhone Case,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,1,,27.77,16.66,,,,https://ih1.redbubble.net/image.493822739.1445/mwo%2Cx1000%2Ciphone_xsplus_snap-pad%2C750x1000%2Cf8f8f8.u6.jpg,,,29791445_whinging-rissole_TQTSI,,,,,,0,Case_type,Snap Case,,1,,Model,iPhone XS Max,,1,
29791445_lovely-dingo_GCEC0,variation,29791445_lovely-dingo_GCEC0,Groovy - rainbow 70s 1970s style retro throwback minimal happy hippie art decor iPhone Case,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,1,,27.77,16.66,,,,https://ih1.redbubble.net/image.493822739.1445/mwo%2Cx1000%2Ciphone_xs_snap-pad%2C750x1000%2Cf8f8f8.u6.jpg,,,29791445_whinging-rissole_TQTSI,,,,,,0,Case_type,Snap Case,,1,,Model,iPhone XS,,1,
29791445_lovely-dingo_2JXLO,variation,29791445_lovely-dingo_2JXLO,Groovy - rainbow 70s 1970s style retro throwback minimal happy hippie art decor iPhone Case,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,1,,27.77,16.66,,,,https://ih1.redbubble.net/image.493822739.1445/mwo%2Cx1000%2Ciphone_x_snap-pad%2C750x1000%2Cf8f8f8.u6.jpg,,,29791445_whinging-rissole_TQTSI,,,,,,0,Case_type,Snap Case,,1,,Model,iPhone X,,1,
29791445_lovely-dingo_5E4A5,variation,29791445_lovely-dingo_5E4A5,Groovy - rainbow 70s 1970s style retro throwback minimal happy hippie art decor iPhone Case,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,1,,27.77,16.66,,,,https://ih1.redbubble.net/image.493822739.1445/mwo%2Cx1000%2Ciphone_9_snap-pad%2C750x1000%2Cf8f8f8.u6.jpg,,,29791445_whinging-rissole_TQTSI,,,,,,0,Case_type,Snap Case,,1,,Model,iPhone XR,,1,
29791445_lovely-dingo_IKOR0,variation,29791445_lovely-dingo_IKOR0,Groovy - rainbow 70s 1970s style retro throwback minimal happy hippie art decor iPhone Case,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,1,,27.77,16.66,,,,https://ih1.redbubble.net/image.493822739.1445/mwo%2Cx1000%2Ciphone_8plus_snap-pad%2C750x1000%2Cf8f8f8.u6.jpg,,,29791445_whinging-rissole_TQTSI,,,,,,0,Case_type,Snap Case,,1,,Model,iPhone 8 Plus,,1,
29791445_lovely-dingo_TO7ID,variation,29791445_lovely-dingo_TO7ID,Groovy - rainbow 70s 1970s style retro throwback minimal happy hippie art decor iPhone Case,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,1,,27.77,16.66,,,,https://ih1.redbubble.net/image.493822739.1445/mwo%2Cx1000%2Ciphone_8_snap-pad%2C750x1000%2Cf8f8f8.u6.jpg,,,29791445_whinging-rissole_TQTSI,,,,,,0,Case_type,Snap Case,,1,,Model,iPhone SE (2020)/8,,1,
29791445_lovely-dingo_EV0YF,variation,29791445_lovely-dingo_EV0YF,Groovy - rainbow 70s 1970s style retro throwback minimal happy hippie art decor iPhone Case,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,1,,27.77,16.66,,,,https://ih1.redbubble.net/image.493822739.1445/mwo%2Cx1000%2Ciphone_7plus_snap-pad%2C750x1000%2Cf8f8f8.u6.jpg,,,29791445_whinging-rissole_TQTSI,,,,,,0,Case_type,Snap Case,,1,,Model,iPhone 7 Plus,,1,
29791445_lovely-dingo_7XTPB,variation,29791445_lovely-dingo_7XTPB,Groovy - rainbow 70s 1970s style retro throwback minimal happy hippie art decor iPhone Case,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,1,,27.77,16.66,,,,https://ih1.redbubble.net/image.493822739.1445/mwo%2Cx1000%2Ciphone_7_snap-pad%2C750x1000%2Cf8f8f8.u6.jpg,,,29791445_whinging-rissole_TQTSI,,,,,,0,Case_type,Snap Case,,1,,Model,iPhone 7,,1,
29791445_lovely-dingo_HV0LR,variation,29791445_lovely-dingo_HV0LR,Groovy - rainbow 70s 1970s style retro throwback minimal happy hippie art decor iPhone Case,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,1,,27.77,16.66,,,,https://ih1.redbubble.net/image.493822739.1445/mwo%2Cx1000%2Ciphone_6splus_snap-pad%2C750x1000%2Cf8f8f8.u6.jpg,,,29791445_whinging-rissole_TQTSI,,,,,,0,Case_type,Snap Case,,1,,Model,iPhone 6s Plus,,1,
29791445_lovely-dingo_MR4M0,variation,29791445_lovely-dingo_MR4M0,Groovy - rainbow 70s 1970s style retro throwback minimal happy hippie art decor iPhone Case,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,1,,27.77,16.66,,,,https://ih1.redbubble.net/image.493822739.1445/mwo%2Cx1000%2Ciphone_6s_snap-pad%2C750x1000%2Cf8f8f8.u6.jpg,,,29791445_whinging-rissole_TQTSI,,,,,,0,Case_type,Snap Case,,1,,Model,iPhone 6s,,1,
29791445_lovely-dingo_LN0VW,variation,29791445_lovely-dingo_LN0VW,Groovy - rainbow 70s 1970s style retro throwback minimal happy hippie art decor iPhone Case,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,1,,27.77,16.66,,,,https://ih1.redbubble.net/image.493822739.1445/mwo%2Cx1000%2Ciphone_6plus_snap-pad%2C750x1000%2Cf8f8f8.u6.jpg,,,29791445_whinging-rissole_TQTSI,,,,,,0,Case_type,Snap Case,,1,,Model,iPhone 6 Plus,,1,
29791445_lovely-dingo_BB4XN,variation,29791445_lovely-dingo_BB4XN,Groovy - rainbow 70s 1970s style retro throwback minimal happy hippie art decor iPhone Case,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,1,,27.77,16.66,,,,https://ih1.redbubble.net/image.493822739.1445/mwo%2Cx1000%2Ciphone_6_snap-pad%2C750x1000%2Cf8f8f8.u6.jpg,,,29791445_whinging-rissole_TQTSI,,,,,,0,Case_type,Snap Case,,1,,Model,iPhone 6,,1,
29791445_lovely-dingo_KU17G,variation,29791445_lovely-dingo_KU17G,Groovy - rainbow 70s 1970s style retro throwback minimal happy hippie art decor iPhone Case,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,1,,27.77,16.66,,,,https://ih1.redbubble.net/image.493822739.1445/mwo%2Cx1000%2Ciphone_5c_snap-pad%2C750x1000%2Cf8f8f8.u6.jpg,,,29791445_whinging-rissole_TQTSI,,,,,,0,Case_type,Snap Case,,1,,Model,iPhone 5c,,1,
29791445_lovely-dingo_NFH44,variation,29791445_lovely-dingo_NFH44,Groovy - rainbow 70s 1970s style retro throwback minimal happy hippie art decor iPhone Case,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,1,,27.77,16.66,,,,https://ih1.redbubble.net/image.493822739.1445/mwo%2Cx1000%2Ciphone_5_snap-pad%2C750x1000%2Cf8f8f8.u6.jpg,,,29791445_whinging-rissole_TQTSI,,,,,,0,Case_type,Snap Case,,1,,Model,iPhone SE (2016)/5s/5,,1,
29791445_lovely-dingo_TQO1A,variation,29791445_lovely-dingo_TQO1A,Groovy - rainbow 70s 1970s style retro throwback minimal happy hippie art decor iPhone Case,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,1,,27.77,16.66,,,,https://ih1.redbubble.net/image.493822739.1445/mwo%2Cx1000%2Ciphone_4_snap-pad%2C750x1000%2Cf8f8f8.u6.jpg,,,29791445_whinging-rissole_TQTSI,,,,,,0,Case_type,Snap Case,,1,,Model,iPhone 4s/4,,1,
154851318_whinging-rissole_TQTSI,variable,154851318_whinging-rissole_TQTSI,Flying car series - Ciocolato iPhone Case,1,0,visible,,"Double layer clip-on protective case with extra durability
Impact resistant polycarbonate shell and shock absorbing inner TPU liner
Super-bright colors embedded directly into the case
Secure fit with design wrapping around side of the case and full access to ports
Compatible with Qi-standard wireless charging
iPhone 13/14/15 cases are MagSafe-compatible when laid flat on the charger. There is no magnet in the case
iPhone SE (2020) / iPhone 8 cases also fit iPhone SE (2022)
Weight 30g
Thickness 1/8 inch (3mm)
iPhone cases may have a slight variance due to your local fulfiller",,,taxable,,1,,,0,0,,,,,1,,,,iPhone Case,,,"https://ih1.redbubble.net/image.5329876708.1318/icr%2Ciphone_15_tough%2Cback%2Ca%2Cx1000-bg%2Cf8f8f8.u3.jpg, https://ih1.redbubble.net/image.5329876708.1318/icr%2Ciphone_15_tough%2Cside%2Ca%2Cx1000-bg%2Cf8f8f8.u3.jpg, https://ih1.redbubble.net/image.5329876708.1318/icr%2Ciphone_15_tough%2Cend%2Ca%2Cx1000-bg%2Cf8f8f8.u3.jpg, https://ih1.redbubble.net/image.5329876708.1318/flat%2C750x1000%2C075%2Ct.u3.jpg, https://ih1.redbubble.net/image.5329876708.1318/icr%2Ciphone_15_tough%2Cback%2Ca%2Cx1000-pad%2C1000x1000%2Cf8f8f8.u3.jpg, https://ih1.redbubble.net/image.5329876708.1318/icr%2Ciphone_15_tough%2Cback%2Ca%2Cx600-pad%2C600x600%2Cf8f8f8.u3.jpg",,,,,,,,,0,Model,"iPhone 15,iPhone 15 Plus,iPhone 15 Pro,iPhone 15 Pro Max,iPhone 14,iPhone 14 Plus,iPhone 14 Pro,iPhone 14 Pro Max,iPhone 13,iPhone 13 Pro,iPhone 13 mini,iPhone 13 Pro Max,iPhone 12,iPhone 12 Pro,iPhone 12 mini,iPhone 12 Pro Max,iPhone 11,iPhone 11 Pro,iPhone 11 Pro Max,iPhone XS,iPhone XS Max,iPhone XR,iPhone X,iPhone SE (2020)/8,iPhone 8 Plus,iPhone 7,iPhone 7 Plus,iPhone 6s,iPhone 6s Plus,iPhone 6,iPhone 6 Plus,iPhone SE (2016)/5s/5,iPhone 5c,iPhone 4s/4",1,1,iPhone 15,Case_type,"Soft Case,Snap Case,Tough Case,Skin",1,1,Soft Case
